설치장소,주소,급속충전기(대),지원차종
마곡엠밸리2단지,서울특별시 강서구 마곡동 마곡서1로 146,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마곡엠밸리3단지,서울특별시 강서구 마곡동 736,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마곡엠밸리6단지,서울특별시 강서구 마곡동 743,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마곡엠밸리8단지,서울특별시 강서구 마곡동 마곡서1로 81,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
마곡힐스테이트,서울특별시 강서구 마곡동 725-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
명지국제호반베르디움1차,부산광역시 강서구 명지동 3415,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
명지롯데캐슬 아파트,부산광역시 강서구 명지동 3244,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
명지위브포세이돈,부산광역시 강서구 명지동 3234,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미주진로아파트,서울특별시 강서구 등촌동 701,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방화5단지 아파트,서울특별시 강서구 방화동 금낭화로 287-19,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방화동부센트레빌,서울특별시 강서구 방화동 875,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
방화동성아파트,서울특별시 강서구 방화동 금낭화로23길 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부산테크노파크,부산광역시 강서구 지사동 1274,1,"SM3 Z.E,테슬라"
서울남부출입국 외국인사무소,서울특별시 강서구 마곡동 745,1,"SM3 Z.E,테슬라"
엘크루블루오션C2,부산광역시 강서구 명지동 3243,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
엘크루솔마레 아파트,부산광역시 강서구 명지동 3235,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
염창힐스테이트 아파트,서울특별시 강서구 염창동 306,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
퀸덤1차 링컨타운,부산광역시 강서구 명지동 3231,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
퀸덤1차 아인슈타인타운,부산광역시 강서구 명지동 3232,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
퀸덤1차 에디슨타운,부산광역시 강서구 명지동 3230-11,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한국공항공사 고객전용주차장,서울특별시 강서구 과해동 676,1,"SM3 Z.E,테슬라"
한국공항공사 서울,서울특별시 강서구 방화동 886,4,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
한사랑2차삼성 아파트,서울특별시 강서구 공항대로59길 64,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
화곡초록 아파트,서울특별시 강서구 화곡동 1139,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
강진지사,전라남도 강진군 강진읍 동성리 123,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
군동면사무소 민원인주차장,전라남도 강진군 군동면 라천리 268,1,"SM3 Z.E,테슬라"
칠량면 공영주차장,전라남도 강진군 칠량면 영동리 1071,1,"SM3 Z.E,테슬라"
갑곳 제1공영주차장,인천광역시 강화군 강화읍 갑곳리 642-1,1,"SM3 Z.E,테슬라"
강화군청,인천광역시 강화군 강화읍 관청리 163,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
강화지사,인천광역시 강화군 강화읍 갑곳리 350,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
내가면사무소,인천광역시 강화군 내가면 고천리 797-1,1,"SM3 Z.E,테슬라"
대룡리 공영주차장,인천광역시 강화군 교동면 대룡리 1111-7,1,"SM3 Z.E,테슬라"
동막해변공영주차장,인천광역시 강화군 화도면 동막리 60-1,1,"SM3 Z.E,테슬라"
마니산국민관광지,인천광역시 강화군 화도면 상방리 362-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
선원면사무소,인천광역시 강화군 선원면 금월리 235-1,1,"SM3 Z.E,테슬라"
송해면사무소,인천광역시 강화군 송해면 솔정리 357-2,1,"SM3 Z.E,테슬라"
신문 제1공영주차장,인천광역시 강화군 강화읍 신문리 589-1,1,"SM3 Z.E,테슬라"
신문리 공영주차장,인천광역시 강화군 강화읍 신문리 593-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
온수리 제1공영주차장,인천광역시 강화군 길상면 온수리 480-7,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
창리 제1공영주차장,인천광역시 강화군 선원면 창리 663-1,2,"SM3 Z.E,테슬라"
창리공영주차장,인천광역시 강화군 선원면 창리 606-11,1,"SM3 Z.E,테슬라"
하점면사무소,인천광역시 강화군 하점면 신봉리 617,1,"SM3 Z.E,테슬라"
화개산 공영주차장,인천광역시 강화군 교동면 고구리 1474-5,1,"SM3 Z.E,테슬라"
화도면사무소,인천광역시 강화군 화도면 상방리 839-1,1,"SM3 Z.E,테슬라"
거붕백병원,경상남도 거제시 상동동 943-5,1,"SM3 Z.E,테슬라"
거제2차아이파크,경상남도 거제시 양정동 1096,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
거제고현시장 공영주차장(전통시장),경상남도 거제시 고현동 104-2,1,"SM3 Z.E,테슬라"
거제국민체육센터,경상남도 거제시 거제면 서정리 808-7,1,"SM3 Z.E,테슬라"
거제농수산물종합유통센터,경상남도 거제시 상동동 590-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
거제면사무소,경상남도 거제시 거제면 서상리 298-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
거제문화예술회관,경상남도 거제시 장승포동 426-33,1,"SM3 Z.E,테슬라"
거제시보건소,경상남도 거제시 양정동 981,1,"SM3 Z.E,테슬라"
거제씨월드,경상남도 거제시 일운면 소동리 478-1,1,"SM3 Z.E,테슬라"
거제엘크루랜드마크,경상남도 거제시 옥포동 308,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
거제자이 아파트,경상남도 거제시 수월동 1092,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
거제지사,경상남도 거제시 고현동 959-11,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
고현e편한세상,경상남도 거제시 고현동 1081-18,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
농업기술센터,경상남도 거제시 고현동 552,1,"SM3 Z.E,테슬라"
덕산베스트타운 아파트,경상남도 거제시 고현동 1039,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
덕진봄아파트,경상남도 거제시 사등면 지석리 1224-1,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동부면사무소,경상남도 거제시 동부면 산양리 356-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동원우성 빌라트,경상남도 거제시 옥포동 753,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
미진참사랑,경상남도 거제시 아주동 370-1,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
벽산e-솔렌스힐2차,경상남도 거제시 상동동 927-9,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
사곡영진자이온1단지,경상남도 거제시 사등면 사곡리 832-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
숲소리 공원,경상남도 거제시 거제면 서상리 산 13,1,"SM3 Z.E,테슬라"
신원 아침의도시,경상남도 거제시 고현동 1092-8,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
옥명대우,경상남도 거제시 능포동 224,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
옥명대우2차,경상남도 거제시 능포동 224,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
옥포2동사무소,경상남도 거제시 옥포동 1291-7,1,"SM3 Z.E,테슬라"
옥포국제시장주차장,경상남도 거제시 옥포동 530-16,1,"SM3 Z.E,테슬라"
장승포동 공설시민무료주차장,경상남도 거제시 장승포동 713,1,"SM3 Z.E,테슬라"
청마기념관,경상남도 거제시 둔덕면 방하리 505-1,1,"SM3 Z.E,테슬라"
청명화이트빌,경상남도 거제시 양정동 989-5,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
포로수용소유적공원,경상남도 거제시 고현동 362,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홈플러스 거제점,경상남도 거제시 장평동 1211,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
거창사과원예농협 하나로마트,경상남도 거창군 거창읍 수남로 2241,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
거창지사,경상남도 거창군 거창읍 강남로 246,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신원면사무소,"경상남도 거창군 신원면 신차로 3067 (과정리, 신원면사무소)",1,"SM3 Z.E,테슬라"
창포원,경상남도 거창군 남상면 월평리 2286,2,"SM3 Z.E,테슬라"
한국승강기대학교,경상남도 거창군 거창읍 송정리 700,2,"SM3 Z.E,테슬라"
가일리공영주차장,경상북도 경산시 압량읍 가일길20길 9-1,1,"SM3 Z.E,테슬라"
경산 시립박물관 정문 고객 주차장,"경상남도 경산시 박물관로 46 (사동, 경산시립박물관)",1,"SM3 Z.E,테슬라"
경산3차우방 아파트,경상북도 경산시 정평동 대학로12길 11-2,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경산공설시장,경상북도 경산시 경안로31길 19(서상동),2,"SM3 Z.E,테슬라"
경산국민체육센터 전기차충전소,"경상남도 경산시 진량읍 해든길 46-4 (신상리, 경산국민체육센터)",1,"SM3 Z.E,테슬라"
경산생활체육공원,경상북도 경산시 상방동 33-8,1,"SM3 Z.E,테슬라"
경산시농업기술센터,경상북도 경산시 자인면 계정길 7,2,"SM3 Z.E,테슬라"
경산시보건소,경상북도 경산시 남매로 158,1,"SM3 Z.E,테슬라"
경산시청,경상북도 경산시 남매로 159,3,"SM3 Z.E,테슬라"
경산우방유쉘,경상북도 경산시 옥곡동 강변서로 111,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경산태왕귀빈타운,경상북도 경산시 정평동 222,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경산푸르지오,경상북도 경산시 압량면 압독4로 12,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경산하양코아루2차,경상북도 경산시 하양읍 하양로37길 19,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경일대학교,경상북도 경산시 하양읍 가마실길 50,2,"SM3 Z.E,테슬라"
계양우방맨션,경상북도 경산시 사동 595,0,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
동서리공영주차장,경상북도 경산시 하양읍 동서리 593-3번지 일원,1,"SM3 Z.E,테슬라"
반곡지 전기충전소,경상남도 경산시 남산면 반곡리 240,2,"SM3 Z.E,테슬라"
백천신나리 아파트,경상북도 경산시 백천동 경청로222길 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
부기리공영주차장,"경상북도 경산시 진량읍 부기리 716, 567-1",2,"SM3 Z.E,테슬라"
사동2지구화성파크드림,경상북도 경산시 사동 21,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
삼성현역사문화공원 제1주차장,경상북도 경산시 남산면 삼성현공원로59,2,"SM3 Z.E,테슬라"
삼성현역사문화공원 제2주차장,경상북도 경산시 남산면 삼성현공원로59,2,"SM3 Z.E,테슬라"
삼주봉황4차타운,경상북도 경산시 진량읍 봉황길 72,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
성암산신동아파밀리에,경상북도 경산시 옥곡동 장산로4길 10,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신대부적1차부영사랑으로,경상북도 경산시 압량면 압독2로 45,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신대부적2차부영아파트,경상북도 경산시 압량면 압독2로 59,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
신대부적공영주차장,"경상북도 경산시 압량읍 신대리 415, 471번지",1,"SM3 Z.E,테슬라"
양기리공영주차장,"경상북도 경산시 진량읍 양기리 401-3, 400-7, 400-13, 400-18",2,"SM3 Z.E,테슬라"
영남대학교(삼풍동),경상북도 경산시 삼풍동 300,1,"SM3 Z.E,테슬라"
영남대학교(조영동),경상북도 경산시 조영동 321,1,"SM3 Z.E,테슬라"
옥곡공영주차장,경상북도 경산시 옥곡동 768,2,"SM3 Z.E,테슬라"
옥산2지구 지상공영주차장,경상북도 경산시 옥산동 733-1,1,"SM3 Z.E,테슬라"
옥산협화타운,경상북도 경산시 옥산동 성암로 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
와촌면사무소 주차장내,경상북도 경산시 와촌면 덕촌리 57-1,1,"SM3 Z.E,테슬라"
용성면사무소,경상북도 경산시 용성면 당리리 158-2,1,"SM3 Z.E,테슬라"
우방힐타운,경상북도 경산시 진량읍 공단로 527,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
육동행복센터,경상북도 경산시 용성면 육동로 638,1,"SM3 Z.E,테슬라"
이마트 경산점,경상북도 경산시 중산동 623,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
자인 교촌리 공영주차장,"경상북도 경산시 자인면 교촌리 192-4, 192-8, 192-22, 192-9, 385",1,"SM3 Z.E,테슬라"
자인종합주차장,경상북도 경산시 자인면 서부리 263-1,1,"SM3 Z.E,테슬라"
중방e편한세상2단지,경상북도 경산시 중방동 894,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
중산119안전센터,경상북도 경산시 중산동 630-1,1,"SM3 Z.E,테슬라"
중소벤처기업진흥공단 대구경북연수원,경상북도 경산시 경청로 222길 86,2,"SM3 Z.E,테슬라"
진량복지회관,경상북도 경산시 진량읍 낙산길 7,1,"SM3 Z.E,테슬라"
진량초원장미아파트,경상북도 경산시 진량읍 초원길 53-4,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하양2차롯데낙천대 아파트,경상북도 경산시 하양읍 대학로295길 26,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하양금락우방타운,경상북도 경산시 하양읍 대학로298길 19-3,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
하양읍행정복지센터,경상북도 경산시 하양읍 동서리 180-8,2,"SM3 Z.E,테슬라"
한국생산기술연구소 전기차충전소,경상북도 경산시 하양읍 대학리 0,2,"SM3 Z.E,테슬라"
한국전력 경산지사,-,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
현대타운,경상북도 경산시 정평동 대학로9길 8,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
홈플러스 경산점,경상북도 경산시 경안로 288,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경주 예술의 전당,경상북도 경주시 황성동 1050-6,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경주IC휴게소,경상북도 경주시 율동 64-1,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경주시 농업기술센터,경상북도 경주시 용강동 873-6,2,"SM3 Z.E,테슬라"
경주여자정보고등학교,경상북도 경주시 시래동 729-1,1,"SM3 Z.E,테슬라"
경주지사,경상북도 경주시 동천동 804,2,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경주코아루그랑블아파트,경상북도 경주시 도지동 329-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
경주화백컨벤션센터,경상북도 경주시 신평동 182,3,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
고려제강 기숙사,경상북도 경주시 건천읍 조전리 14-1,0,"레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV"
농협경주교육원,경상북도 경주시 신평동 235-5,2,"SM3 Z.E,테슬라"
동천동 공영주차장,경상북도 경주시 동천동 987-15,2,"SM3 Z.E,테슬라"
민속공예촌 제1주차장,경상북도 경주시 하동 201-31,1,"SM3 Z.E,테슬라"
불국사농협 하나로마트,경상북도 경주시 시래동 376-3,2,"SM3 Z.E,테슬라"
불국사주차장,경상북도 경주시 진현동 50-2,1,"SM3 Z.E,레이EV,소울EV,닛산리프,아이오닉EV,BMW i3,스파크EV,볼트EV,테슬라"
