충전소ID,충전소명,충전소주소,상세주소,위도,경도,이용가능시간,연락처
2706,백마역중앙하이츠빌1아파트,경기도 고양시 일산동구 풍동 고일로 171,바로 앞 건물주차장 1층 바로 앞,37.65901302,126.8019439,24시간,1899-2100
2710,한라비발디스튜디오422,부산광역시 부산진구 범천동 1000-24,지하1층,35.14866296,129.0561968,24시간,1899-2100
2716,개신푸르지오아파트,충청북도 청주시 서원구 개신동 신율로 13,상가 뒷편 주차장(지상),36.619304,127.447944,24시간,1899-2100
2720,블루마시티 서희스타힐스 블루원 아파트,울산광역시 북구 산하동 111-3,104동 지하1층주차장,35.63700556,129.4386888,24시간,1899-2100
2721,진건현대아파트,경기도 남양주시 진건읍 진건오남로105번길 24-5,지상 104동 9~10호라인,37.66124266,127.1760843,24시간,1899-2100
2725,이문쌍용아파트,서울특별시 동대문구 이문동 한천로58길 47,108동 6 지하주차장 1층,37.600003,127.068641,24시간,1899-2100
2727,동탄역 시범더샵센트럴시티,경기도 화성시 청계동 519,"B1F 1403동 3,4라인",37.19876911,127.1006652,24시간,1899-2100
2729,반석마을5단지아파트,대전광역시 유성구 반석동 622,지하주차장,36.390661,127.311668,24시간,1899-2100
963,래미안 노블클래스,경기도 수원시 팔달구 인계동 권광로 246,110앞 B2F 188,37.269717,127.037465,24시간,1899-2100
978,"면목두산2,3차 아파트",서울특별시 중랑구 면목동 면목로37길 58,지하주차장 2층 301동라인,37.579941,127.082863,24시간,1899-2100
1426,하나리아벨주상복합,경기도 부천시 심곡동 800,지하주차장 1층,37.488109,126.786998,24시간,1899-2100
1773,도남2차e-편한세상,제주특별자치도 제주시 도남동 서광로22길 32,주차장,33.49764295,126.5222667,24시간,1899-2100
1163,방선문2차빌리지,제주특별자치도 제주시 아라이동 아봉로 69,주차장,33.47863428,126.5503656,24시간,1899-2100
2236,옥명대우2차,경상남도 거제시 능포동 능포로2길 38,관리사무소 옆 지상주차장,34.875703,128.734614,24시간,1899-2100
2238,일곡롯데아파트,광주광역시 북구 일곡동 814-3,(실내지하)주차장105동입구B5,35.212199,126.895191,24시간,1899-2100
2239,옥동3주공아파트,경상북도 안동시 은행나무로 106-6,"지상주차장(후문 옆, 312-313동 사이)",36.566171,128.695466,24시간,1899-2100
2241,롯데캐슬 스카이클래스,강원도 춘천시 온의동 590,104동 지하2층주차장,37.870086,127.718276,24시간,1899-2100
790,중랑해모로 아파트,서울특별시 중랑구 망우동 양원역로 6,"지하주차장 1층 102동 1,2라인",37.602967,127.110188,24시간,1899-2100
2091,홈플러스 춘천점,강원도 춘천시 퇴계동 141,홈플러스 주차장 1층,37.850563,127.734139,10시~24시,1899-2100
650,럭키장성 아파트,경상북도 포항시 북구 장성동 1354,"106동 지하 주차장, 201동 지하주차장",36.066232,129.379862,24시간,1899-2100
2123,탕정농협 하나로마트,충청남도 아산시 탕정면 호산리 524-2,하나로마트 주차장,36.807935,127.073882,24시간,1899-2100
587,쌍문한양6차 아파트,서울특별시 도봉구 시루봉로 58,"지상 주차장(602동 1,2라인 앞)",37.656002,127.02944,24시간,1899-2100
35,구리지사(공용),경기도 구리시 안골로 31,1층주차장(정문에서 좌측),37.597396,127.134655,주중/주말 : 06시~23시,1899-2100
2,전력연구원,대전광역시 유성구 문지로 105,본관 뒤편 주차장,36.39311064,127.3891643,주중/주말 : 06시~23시,1899-2100
2718,동탄2차한화꿈에그린아파트,경기도 화성시 반송동 200,지하1층 기계실 앞,37.19192554,127.0724066,24시간,1899-2100
954,타워팰리스 2차,서울특별시 강남구 도곡동 언주로30길 57,지하6층,37.48947719,127.0540357,24시간,1899-2100
964,래미안노블클래스2단지,경기도 수원시 팔달구 인계동 권광로 243,좌측주차장 205동 앞 B2F O20,37.268084,127.033407,24시간,1899-2100
965,보훈복지타운아파트,경기도 수원시 장안구 조원동 수일로336번길 9,107동 앞 B1F,37.299552,127.023354,24시간,1899-2100
966,수원인계푸르지오,경기도 수원시 팔달구 인계동 중부대로 184-24,B4F 04,37.276675,127.035457,24시간,1899-2100
968,금광베네스타,경기도 용인시 처인구 이동읍 천리 1134,제2지하주차장 104동 앞 B1F 11,37.200218,127.208058,24시간,1899-2100
969,에이스카운티,경기도 용인시 처인구 이동읍 천리 1142,103동 B1F 02,37.201664,127.20861,24시간,1899-2100
974,권선신일유토빌,경기도 수원시 권선구 곡반정동 548,B1F 주차구역 O16,37.240258,127.030144,24시간,1899-2100
977,광교마을 45단지 아파트,경기도 용인시 수지구 상현동 광교마을로 11,P2 B18,37.297477,127.065955,24시간,1899-2100
979,면목두원 아파트,서울특별시 중랑구 면목동 동일로 483,지하주차장 2층,37.573237,127.080024,24시간,1899-2100
981,신내LG쌍용아파트,서울특별시 중랑구 상봉동 봉화산로 130,1층 입구방면 1305동6동사이 주차장,37.603189,127.090379,24시간,1899-2100
983,광진하우스토리한강,서울특별시 광진구 자양동 구의강변로1길 44,후문주차장,37.530042,127.09034,24시간,1899-2100
985,동아청솔아파트,서울특별시 도봉구 창동 노해로69길 103,106동과 110동 사이,37.657032,127.048139,24시간,1899-2100
414,애월119센터,제주특별자치도 제주시 애월읍 일주서로 6513,입구 오른쪽,33.466829,126.348878,주중/주말 : 24시간,1899-2100
419,조천119센터,제주특별자치도 제주시 조천읍 신북로 337,입구 왼쪽,33.541344,126.64686,주중/주말 : 24시간,1899-2100
427,남원 의례회관 주차장,제주특별자치도 서귀포시 남원리 381,본관왼쪽 도로쪽,33.294428,126.711368,주중/주말 : 24시간,1899-2100
229,수원시청,경기도 수원시 팔달구 효원로 241,지상1F 주차장,37.262776,127.028711,주중/주말 : 24시간,1899-2100
1907,중흥S-클래스파크뷰가락마을15단지,세종특별자치시 고운동 1393,지하주차장,36.516921,127.236427,24시간,1899-2100
403,LH제주본부,제주특별자치도 제주시 삼도1동 305-4,본관건물 오른쪽,33.50412791,126.5233891,주중/주말 : 24시간,1899-2100
1178,연동2차미화주택,제주특별자치도 제주시 연동 선덕로8길 20,주차장,33.48373455,126.5006605,24시간,1899-2100
1201,제주한림LH 아파트,제주특별자치도 제주시 한림읍 대림4길 20,주차장,33.41893274,126.2659161,24시간,1899-2100
1109,유천포스코더샵 아파트,대구광역시 달서구 유천동 달서대로 67,"지하2층주차장(17번, 106동 35라인)",35.81378,128.508878,24시간,1899-2100
1959,대곡한라하우젠트,대구광역시 달서구 대곡동 비슬로 2724,지하주차장(101동 옆),35.809135,128.513429,24시간,1899-2100
1796,서원마을7단지,경기도 파주시 금촌동 1019번지,지상주차장 단지 출입정문 옆,37.7487798,126.77091,24시간,1899-2100
324,홍은1동 제4공영주차장,서울특별시 서대문구 홍은중앙로 125,공영주차장,37.601242,126.949425,주중/주말 : 24시간,1899-2100
2024,엘지메트로시티 아파트(201동),부산광역시 남구 용호동 176-30,201동 지하주차장,35.12864998,129.1100671,24시간,1899-2100
2026,구래동 주민센터,경기도 김포시 구래동 6872-5,지상주차장,37.646448,126.623821,24시간,1899-2100
433,안덕계곡 주차장,제주특별자치도 서귀포시 감산리 345,주차장 오른쪽(도로쪽),33.257836,126.353287,주중/주말 : 24시간,1899-2100
2235,아주아파트,충청남도 논산시 내동 체육로 18,관리사무소옆 지상주차장,36.187941,127.098353,24시간,1899-2100
1791,별내하우스토리,경기도 남양주시 별내동 송산로307번길 16,지하2층 5304동 26구역,37.7495424,126.76995,24시간,1899-2100
1802,길동삼익파크,서울특별시 강동구 길동 명일로 293,지상,37.544819,127.1478,24시간,1899-2100
1807,송파파크데일2단지,서울특별시 송파구 마천동 성내천로47길 38,"입구 우측 주차장 지하2충 207,208동 B12 기둥",37.49633944,127.1581639,24시간,1899-2100
1644,미리샘마을,대구광역시 달서구 도원동 한실로 134,지하주차장(201-208동 사이),35.805211,128.540946,24시간,1899-2100
1647,상인보성맨션,대구광역시 달서구 상인동 상인서로 75,"지하주차장(101동 옆, C11)",35.816608,128.541715,24시간,1899-2100
1652,성서2차영남우방타운,대구광역시 달서구 용산동 이곡공원로 83,지하주차장(103-106동 사이),35.856007,128.516154,24시간,1899-2100
1653,성서우방타운,대구광역시 달서구 이곡동 계대동문로 123,지하주차장(101-103동 사이),35.856229,128.505182,24시간,1899-2100
1654,성서청남타운,대구광역시 달서구 이곡동 성서서로 330,지하주차장(105-106동 사이),35.85458,128.501129,24시간,1899-2100
1656,월배힐스테이트,대구광역시 달서구 대천동 조암남로 132,지하2층주차장(101동 12라인),35.818856,128.519525,24시간,1899-2100
1659,진천코오롱하늘채,대구광역시 달서구 진천동 상화로 65,지하주차장(지하2층 입구앞),35.808533,128.521287,24시간,1899-2100
1660,테크노폴리스반도유보라,대구광역시 달성군 유가면 테크노대로 195,지하주차장(104동 옆),35.689698,128.469387,24시간,1899-2100
1662,테크노폴리스진아리채,대구광역시 달성군 유가면 테크노대로5길 79,"지하주차장(104동 옆, A32)",35.69627,128.464332,24시간,1899-2100
1665,모전현대 아파트,경상북도 문경시 시청3길 10,지상주차장(북측 후문 옆),36.589021,128.188508,24시간,1899-2100
1670,범어동일하이빌,"대구광역시 수성구 동대구로52길 55 (범어동, 범어 동일하이빌)",102동 지하 1층,35.854234,128.628469,24시간,1899-2100
1671,범어롯데캐슬,"대구광역시 수성구 동대구로 300 (범어동, 범어 롯데캐슬)",101동 지하 2층,35.857077,128.627308,24시간,1899-2100
1673,수성롯데캐슬,"대구광역시 수성구 달구벌대로 2315 (수성동4가, 수성 롯데캐슬)",지하 4층,35.860151,128.615528,24시간,1899-2100
233,대구미술관 외환들 주차장,대구광역시 수성구 삼덕동 360-4,지상주차장,35.828988,128.674062,24시간,1899-2100
234,시민안전테마파크,대구광역시 동구 용수동 89,지상주차장,35.989548,128.691021,24시간,1899-2100
238,두류공원 테니스장,대구광역시 달서구 두류동 597-3,지상주차장(테니스장 맞은편 안쪽),35.852511,128.556326,24시간,1899-2100
247,양림마을주차장,광주광역시 남구 양림동 202-27,(실외완전노출)진입후 우측,35.141811,126.915153,주중/주말 : 24시간,1899-2100
249,비아동 주민센터,광주광역시 광산구 비아동 105,(실외완전노출)계속 직진후 앞 주차장,35.22214384,126.8242711,주중/주말 : 24시간,1899-2100
255,대산농협,경상남도 창원시 의창구 대산면 진산대로506번길 2,정문앞,35.344782,128.710179,주중/주말 : 24시간,1899-2100
164,산청지사,경상남도 산청군 산청읍 웅석봉로 45,건물뒤 지상주차장,35.413117,127.874859,24시간,1899-2100
72,중부산지사,부산광역시 서구 토성동1가 23,본관 주차장 뒷편 주차장 중앙 및 우측 주차면,35.099494,129.023212,24시간,1899-2100
86,함안지사,경상남도 함안군 가야읍 도항리 344,함안지사 지상주차장 입구 오른쪽,35.27447999,128.398768,주중/주말 : 06시~23시,1899-2100
499,대승하이아트2차,경상남도 양산시 덕계동 811-45,대승하이아트2차아파트 204동 뒷 지상 주차장 변전실입구,35.38499454,129.1571405,24시간,1899-2100
1120,대방노블랜드 연리지2차,경상남도 양산시 물금읍 가촌리 1303-1,206동 옆 (347번 기둥),35.31261473,129.0030388,24시간,1899-2100
1047,매지청솔 아파트,강원도 원주시 흥업면 매지리 1934,관리사무소 뒷편 주차장,37.277922,127.910642,24시간,1899-2100
1787,흥도빌라트,제주특별자치도 서귀포시 대정읍 최남단해안로109번길 70,흥도빌라드 뒤쪽 주차장,33.21760977,126.2569696,24시간,1899-2100
1889,장자마을9단지부영 아파트,충청북도 청주시 상당구 금천동 중고개로 286,901동앞 지하1층주차장,36.628832,127.509261,24시간,1899-2100
1892,유원하나 아파트,충청북도 충주시 연수동 418,4동옆 지상주차장,36.981071,127.941638,24시간,1899-2100
1894,증평송산지평더웰,충청북도 증평군 증평읍 송산로 11,104동 지하1층주차장,36.789543,127.57355,24시간,1899-2100
1895,하소현대힐스테이트,충청북도 제천시 하소동 156,106동 지하1층주차장 08,37.136938,128.196556,24시간,1899-2100
1900,가락마을17단지,세종특별자치시 고운동 1386,지하주차장,36.517871,127.235775,24시간,1899-2100
1905,세종청정 아파트,세종특별자치시 연동면 명학리 255,지상 주차장,36.529975,127.350913,24시간,1899-2100
1911,노은4단지 아파트,대전광역시 유성구 지족동 1051,지하주차장,36.377316,127.305093,24시간,1899-2100
1913,삼성래미안 아파트1단지,대전광역시 서구 가장동 55,지하주차장,36.333393,127.384232,24시간,1899-2100
1915,송림마을1단지 아파트,대전광역시 유성구 하기동 512,입구좌측 지하주차장,36.388274,127.318931,24시간,1899-2100
1916,엄사삼진 아파트,충청남도 계룡시 엄사면 번영3길 73-12,지하주차장,36.281601,127.239031,24시간,1899-2100
1917,초록마을리슈빌 아파트,대전광역시 서구 복수동 616,관리사무소옆지하주차장,36.299642,127.380687,24시간,1899-2100
1890,주원애뜰2차빌라,충청북도 청주시 상당구 남일면 효촌송정1길 22-12,102동 지상주차장,36.586996,127.510511,24시간,1899-2100
1295,하남라인아파트,경기도 하남시 덕풍동 하남대로 895,지하2층 주차장 계단옆,37.544577,127.199867,24시간,1899-2100
1296,하남 미사강변9단지아파트,경기도 하남시 선동 미사강변한강로 110,지하2층 B2 28번 기둥,37.576568,127.187425,24시간,1899-2100
1298,광교레이크파크수자,경기도 수원시 영통구 하동 광교호수로152번길 23,지하 2층 주차장,37.280173,127.070717,24시간,1899-2100
1301,광교호수마을 참누리레이크,경기도 수원시 영통구 하동 법조로 134,지하2층 주차장,37.290451,127.072577,24시간,1899-2100
1304,살구골동아서광성지진덕아파트,경기도 수원시 영통구 영통동 봉영로 1526,717~718동 사이 B1F,37.24852026,127.0696429,24시간,1899-2100
3462,퀸덤1차 아인슈타인타운,부산광역시 강서구 명지동 3232,지하주차장,35.08637338,128.8998473,24시간,1899-2100
1655,월배1차아이파크,대구광역시 달서구 유천동 조암남로 182,지하주차장(113동 옆),35.815348,128.515217,24시간,1899-2100
1881,양구경림 아파트,강원도 양구군 양구읍 상리 510,아파트 입구 경비실 옆 주차장,38.107659,127.985261,24시간,1899-2100
1893,코오롱동신,충청북도 충주시 칠금동 825,201동 지하주차장 입구 앞,36.983338,127.916888,24시간,1899-2100
